"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1019","userCanTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.0","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","1335","userCanDepositMoneyIntoHisAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","485","adminCanNotCreateUserWithInvalidData(String, String, String, List) [1] username=  , password=Password1!, errorKey=username, errorValues=[Username cannot be blank, Username must be between 3 and 15 characters, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","125","adminCanNotCreateUserWithInvalidData(String, String, String, List) [2] username=ab, password=Password1!, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","957","userCanTransferMoneyBetweenHisAccountTest(double) [1] amount=0.01","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","367","userCanUpdateNameTest(String) [1] newName=John A","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","0","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredWithFraudCheckTest()","","2026-09-17","skipped","2026-09-17","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredWithFraudCheckTest"
"","4889","userCanCreateAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","0","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-17","skipped","2026-09-17","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","594","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest()","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest"
"","441","userCannotUpdateNameTest(String) [4] newName=Poll 2","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","1229","userCannotTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.01","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","423","adminCanLoginWithCorrectedDataTest()","","2026-09-17","passed","2026-09-17","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectedDataTest"
"","2267","userCannotTransferMoneyBetweenHisAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","579","userCannotDepositMoneyIntoHisAccountTest(double) [1] amount=-1.0","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","559","userCanCreateAccountTest()","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","294","userCanGenerateAuthTokenTest()","","2026-09-17","passed","2026-09-17","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","2059","userCanTransferMoneyBetweenHisAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","568","userCanDepositMoneyIntoHisAccountTest(double) [2] amount=4999.99","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","1478","userCannotTransferMoneyIfAmountIsNotFilledTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyIfAmountIsNotFilledTest"
"","440","userCannotUpdateNameTest(String) [5] newName=1 Rich","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","577","userCanDepositMoneyIntoHisAccountTest(double) [3] amount=5000.0","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","660","userCannotDepositMoneyIfNoAccountIsSelectedTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIfNoAccountIsSelectedTest"
"","594","userCannotDepositMoneyIntoHisAccountTest(double) [2] amount=0.0","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","2053","adminCanCreateUserTest()","","2026-09-17","passed","2026-09-17","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","115","adminCanNotCreateUserWithInvalidData(String, String, String, List) [3] username=ab%, password=Password1!, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-17","passed","2026-09-17","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","446","userCannotUpdateNameTest(String) [3] newName=Maria Anna Soul","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","2275","userCannotTransferMoneyAgainTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCannotTransferMoneyAgainTest"
"","1123","userCanTransferMoneyToSomeonesAccountTest()","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyToSomeonesAccountTest"
"","91","adminCanGenerateAuthTokenTest()","","2026-09-17","passed","2026-09-17","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","0","userCanTransferMoneyAgainTest()","","2026-09-17","skipped","2026-09-17","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCanTransferMoneyAgainTest"
"","0","userCanUpdateNameTest()","","2026-09-17","skipped","2026-09-17","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","1135","userCannotUpdateNameTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","443","userCannotUpdateNameTest(String) [6] newName=Rock Tomas3","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","712","userCanLoginWithCorrectedDataTest()","","2026-09-17","passed","2026-09-17","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectedDataTest"
"","1020","userCanTransferMoneyBetweenHisAccountTest(double) [2] amount=9999.99","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","0","filterIsWorkingCorrectlyIfNoMatches()","","2026-09-17","skipped","2026-09-17","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectlyIfNoMatches"
"","585","userCannotDepositMoneyIntoHisAccountTest(double) [3] amount=5000.01","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","444","userCannotUpdateNameTest(String) [2] newName=John","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","374","userCanUpdateNameTest(String) [2] newName=a black","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","1061","userCannotDepositMoneyIntoHisAccountTest()","","2026-09-17","passed","2026-09-17","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","0","filterIsWorkingCorrectly()","","2026-09-17","skipped","2026-09-17","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectly"
"","969","userCannotTransferMoneyBetweenHisAccountTest(double) [2] amount=0.0","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","0","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest()","","2026-09-17","skipped","2026-09-17","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest"
"","0","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-17","skipped","2026-09-17","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","0","buttonSendTransferDisabledIfAmountIsNotFilledTest()","","2026-09-17","skipped","2026-09-17","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","buttonSendTransferDisabledIfAmountIsNotFilledTest"
"","949","userCannotTransferMoneyBetweenHisAccountTest(double) [1] amount=-1.0","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","459","userCannotUpdateNameTest(String) [1] newName=","","2026-09-17","passed","2026-09-17","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","927","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest()","","2026-09-17","passed","2026-09-17","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest"
"","574","userCanDepositMoneyIntoHisAccountTest(double) [1] amount=0.01","","2026-09-17","passed","2026-09-17","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","837","adminCannotCreateUserWithInvalidDataTest()","","2026-09-17","passed","2026-09-17","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
