"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","357","userCanUpdateNameTest(String) [1] newName=John A","","2026-09-21","passed","2026-09-21","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","453","userCannotUpdateNameTest(String) [3] newName=Maria Anna Soul","","2026-09-21","passed","2026-09-21","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","1225","userCannotTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.01","","2026-09-21","passed","2026-09-21","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","0","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest()","","2026-09-21","skipped","2026-09-21","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest"
"","457","adminCanLoginWithCorrectedDataTest()","","2026-09-21","passed","2026-09-21","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectedDataTest"
"","452","userCannotUpdateNameTest(String) [5] newName=1 Rich","","2026-09-21","passed","2026-09-21","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","969","userCannotTransferMoneyBetweenHisAccountTest(double) [1] amount=-1.0","","2026-09-21","passed","2026-09-21","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","1027","userCanTransferMoneyBetweenHisAccountTest(double) [2] amount=9999.99","","2026-09-21","passed","2026-09-21","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","2316","userCannotTransferMoneyBetweenHisAccountTest()","","2026-09-21","passed","2026-09-21","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","601","userCannotDepositMoneyIntoHisAccountTest(double) [1] amount=-1.0","","2026-09-21","passed","2026-09-21","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","941","userCanTransferMoneyBetweenHisAccountTest(double) [1] amount=0.01","","2026-09-21","passed","2026-09-21","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","96","adminCanGenerateAuthTokenTest()","","2026-09-21","passed","2026-09-21","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
