"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1043","userCanTransferMoneyBetweenHisAccountTest(double) [2] amount=9999.99","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","2476","userCannotTransferMoneyBetweenHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","566","userCanCreateAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","600","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest"
"","2342","userCannotTransferMoneyAgainTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCannotTransferMoneyAgainTest"
"","296","userCanGenerateAuthTokenTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","968","userCannotTransferMoneyBetweenHisAccountTest(double) [2] amount=0.0","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","465","adminCanNotCreateUserWithInvalidData(String, String, String, List) [1] username=  , password=Password1!, errorKey=username, errorValues=[Username cannot be blank, Username must be between 3 and 15 characters, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","360","userCanUpdateNameTest(String) [1] newName=John A","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","710","userCannotDepositMoneyIfNoAccountIsSelectedTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIfNoAccountIsSelectedTest"
