"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1698","userCannotTransferMoneyIfAmountIsNotFilledTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyIfAmountIsNotFilledTest"
"","103","adminCanGenerateAuthTokenTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","494","userCannotUpdateNameTest(String) [2] newName=John","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","1260","userCanTransferMoneyToSomeonesAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyToSomeonesAccountTest"
"","1113","userCanTransferMoneyBetweenHisAccountTest(double) [2] amount=9999.99","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","1061","userCannotTransferMoneyBetweenHisAccountTest(double) [1] amount=-1.0","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","2316","userCanTransferMoneyBetweenHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","636","userCannotDepositMoneyIntoHisAccountTest(double) [2] amount=0.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","0","filterIsWorkingCorrectlyIfNoMatches()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectlyIfNoMatches"
"","0","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","916","adminCannotCreateUserWithInvalidDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
