"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1164","userCannotTransferMoneyBetweenHisAccountTest(double) [3] amount=10000.01","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
"","126","adminCanNotCreateUserWithInvalidData(String, String, String, List) [2] username=ab, password=Password1!, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","579","userCannotDepositMoneyIntoHisAccountTest(double) [2] amount=0.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","911","adminCannotCreateUserWithInvalidDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2126","adminCanCreateUserTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","0","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredWithFraudCheckTest()","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredWithFraudCheckTest"
"","683","userCannotDepositMoneyIfNoAccountIsSelectedTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIfNoAccountIsSelectedTest"
"","118","adminCanNotCreateUserWithInvalidData(String, String, String, List) [3] username=ab%, password=Password1!, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","2340","userCannotTransferMoneyAgainTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCannotTransferMoneyAgainTest"
"","0","filterIsWorkingCorrectly()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectly"
"","0","userCanTransferMoneyAgainTest()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","userCanTransferMoneyAgainTest"
"","554","userCanCreateAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1127","userCanTransferMoneyToSomeonesAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyToSomeonesAccountTest"
"","935","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyFromAccountThatIsLessThanAmountBeingTransferredTest"
"","1427","userCanDepositMoneyIntoHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","595","userCannotDepositMoneyIntoHisAccountTest(double) [3] amount=5000.01","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","0","buttonSendTransferDisabledIfAmountIsNotFilledTest()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","buttonSendTransferDisabledIfAmountIsNotFilledTest"
"","446","userCannotUpdateNameTest(String) [4] newName=Poll 2","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","446","userCannotUpdateNameTest(String) [6] newName=Rock Tomas3","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","0","userCanUpdateNameTest()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","356","userCanUpdateNameTest(String) [1] newName=John A","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCanUpdateNameTest"
"","0","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest()","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCanTransferMoneyToSomeonesAccountWithFraudCheckTest"
"","0","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest(double)","","2026-09-10","skipped","2026-09-10","","mock.TransferWithFraudCheckTest","mock.TransferWithFraudCheckTest","userCannotTransferMoneyBetweenHisAccountWithFraudCheckTest"
"","599","userCannotDepositMoneyIntoHisAccountTest(double) [1] amount=-1.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","1112","userCannotDepositMoneyIntoHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.DepositTest","ui.iteration2.DepositTest","userCannotDepositMoneyIntoHisAccountTest"
"","458","adminCanLoginWithCorrectedDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectedDataTest"
"","563","userCanDepositMoneyIntoHisAccountTest(double) [3] amount=5000.0","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","450","userCannotUpdateNameTest(String) [3] newName=Maria Anna Soul","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","1155","userCannotUpdateNameTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.UpdateNameTest","ui.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","448","userCannotUpdateNameTest(String) [1] newName=","","2026-09-10","passed","2026-09-10","","api.iteration2.UpdateNameTest","api.iteration2.UpdateNameTest","userCannotUpdateNameTest"
"","954","userCanTransferMoneyBetweenHisAccountTest(double) [1] amount=0.01","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","598","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest()","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCannotDepositMoneyToSomeoneOrToNonexistentAccountTest"
"","1597","userCannotTransferMoneyIfAmountIsNotFilledTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCannotTransferMoneyIfAmountIsNotFilledTest"
"","2121","userCanTransferMoneyBetweenHisAccountTest()","","2026-09-10","passed","2026-09-10","","ui.iteration2.TransferTest","ui.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","724","userCanLoginWithCorrectedDataTest()","","2026-09-10","passed","2026-09-10","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectedDataTest"
"","576","userCanDepositMoneyIntoHisAccountTest(double) [2] amount=4999.99","","2026-09-10","passed","2026-09-10","","api.iteration2.DepositTest","api.iteration2.DepositTest","userCanDepositMoneyIntoHisAccountTest"
"","0","filterIsWorkingCorrectlyIfNoMatches()","","2026-09-10","skipped","2026-09-10","","ui.iteration2.TransferAgainTest","ui.iteration2.TransferAgainTest","filterIsWorkingCorrectlyIfNoMatches"
"","1032","userCanTransferMoneyBetweenHisAccountTest(double) [2] amount=9999.99","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCanTransferMoneyBetweenHisAccountTest"
"","94","adminCanGenerateAuthTokenTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","286","userCanGenerateAuthTokenTest()","","2026-09-10","passed","2026-09-10","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","939","userCannotTransferMoneyBetweenHisAccountTest(double) [1] amount=-1.0","","2026-09-10","passed","2026-09-10","","api.iteration2.TransferTest","api.iteration2.TransferTest","userCannotTransferMoneyBetweenHisAccountTest"
